01/01/2038;2038-01-01 10:02;2038-01-01 15:29
02/01/2038;2038-01-02 10:02;2038-01-02 15:31
03/01/2038;2038-01-03 10:01;2038-01-03 15:33
04/01/2038;2038-01-04 10:00;2038-01-04 15:34
05/01/2038;2038-01-05 09:59;2038-01-05 15:36
06/01/2038;2038-01-06 09:58;2038-01-06 15:38
07/01/2038;2038-01-07 09:57;2038-01-07 15:40
08/01/2038;2038-01-08 09:56;2038-01-08 15:42
09/01/2038;2038-01-09 09:54;2038-01-09 15:45
10/01/2038;2038-01-10 09:53;2038-01-10 15:47
11/01/2038;2038-01-11 09:51;2038-01-11 15:49
12/01/2038;2038-01-12 09:50;2038-01-12 15:52
13/01/2038;2038-01-13 09:48;2038-01-13 15:54
14/01/2038;2038-01-14 09:46;2038-01-14 15:56
15/01/2038;2038-01-15 09:45;2038-01-15 15:59
16/01/2038;2038-01-16 09:43;2038-01-16 16:01
17/01/2038;2038-01-17 09:41;2038-01-17 16:04
18/01/2038;2038-01-18 09:39;2038-01-18 16:07
19/01/2038;2038-01-19 09:37;2038-01-19 16:09
20/01/2038;2038-01-20 09:35;2038-01-20 16:12
21/01/2038;2038-01-21 09:33;2038-01-21 16:15
22/01/2038;2038-01-22 09:31;2038-01-22 16:18
23/01/2038;2038-01-23 09:28;2038-01-23 16:20
24/01/2038;2038-01-24 09:26;2038-01-24 16:23
25/01/2038;2038-01-25 09:24;2038-01-25 16:26
26/01/2038;2038-01-26 09:21;2038-01-26 16:29
27/01/2038;2038-01-27 09:19;2038-01-27 16:32
28/01/2038;2038-01-28 09:17;2038-01-28 16:34
29/01/2038;2038-01-29 09:14;2038-01-29 16:37
30/01/2038;2038-01-30 09:11;2038-01-30 16:40
31/01/2038;2038-01-31 09:09;2038-01-31 16:43
01/02/2038;2038-02-01 09:06;2038-02-01 16:46
02/02/2038;2038-02-02 09:04;2038-02-02 16:49
03/02/2038;2038-02-03 09:01;2038-02-03 16:52
04/02/2038;2038-02-04 08:58;2038-02-04 16:55
05/02/2038;2038-02-05 08:56;2038-02-05 16:57
06/02/2038;2038-02-06 08:53;2038-02-06 17:00
07/02/2038;2038-02-07 08:50;2038-02-07 17:03
08/02/2038;2038-02-08 08:47;2038-02-08 17:06
