01/01/2021;2021-01-01 09:42;2021-01-01 15:15
02/01/2021;2021-01-02 09:41;2021-01-02 15:16
03/01/2021;2021-01-03 09:40;2021-01-03 15:18
04/01/2021;2021-01-04 09:39;2021-01-04 15:20
05/01/2021;2021-01-05 09:38;2021-01-05 15:22
06/01/2021;2021-01-06 09:37;2021-01-06 15:24
07/01/2021;2021-01-07 09:36;2021-01-07 15:26
08/01/2021;2021-01-08 09:35;2021-01-08 15:28
09/01/2021;2021-01-09 09:34;2021-01-09 15:30
10/01/2021;2021-01-10 09:32;2021-01-10 15:32
11/01/2021;2021-01-11 09:31;2021-01-11 15:35
12/01/2021;2021-01-12 09:29;2021-01-12 15:37
13/01/2021;2021-01-13 09:28;2021-01-13 15:39
14/01/2021;2021-01-14 09:26;2021-01-14 15:42
15/01/2021;2021-01-15 09:24;2021-01-15 15:44
16/01/2021;2021-01-16 09:22;2021-01-16 15:47
17/01/2021;2021-01-17 09:20;2021-01-17 15:49
18/01/2021;2021-01-18 09:19;2021-01-18 15:52
19/01/2021;2021-01-19 09:17;2021-01-19 15:54
20/01/2021;2021-01-20 09:15;2021-01-20 15:57
21/01/2021;2021-01-21 09:12;2021-01-21 16:00
22/01/2021;2021-01-22 09:10;2021-01-22 16:02
23/01/2021;2021-01-23 09:08;2021-01-23 16:05
24/01/2021;2021-01-24 09:06;2021-01-24 16:08
25/01/2021;2021-01-25 09:04;2021-01-25 16:11
26/01/2021;2021-01-26 09:01;2021-01-26 16:13
27/01/2021;2021-01-27 08:59;2021-01-27 16:16
28/01/2021;2021-01-28 08:56;2021-01-28 16:19
29/01/2021;2021-01-29 08:54;2021-01-29 16:22
30/01/2021;2021-01-30 08:52;2021-01-30 16:25
31/01/2021;2021-01-31 08:49;2021-01-31 16:28
01/02/2021;2021-02-01 08:46;2021-02-01 16:30
02/02/2021;2021-02-02 08:44;2021-02-02 16:33
03/02/2021;2021-02-03 08:41;2021-02-03 16:36
04/02/2021;2021-02-04 08:39;2021-02-04 16:39
05/02/2021;2021-02-05 08:36;2021-02-05 16:42
06/02/2021;2021-02-06 08:33;2021-02-06 16:45
07/02/2021;2021-02-07 08:30;2021-02-07 16:47
08/02/2021;2021-02-08 08:28;2021-02-08 16:50
09/02/2021;2021-02-09 08:25;2021-02-09 16:53
10/02/2021;2021-02-10 08:22;2021-02-10 16:56
11/02/2021;2021-02-11 08:19;2021-02-11 16:59
12/02/2021;2021-02-12 08:16;2021-02-12 17:02
13/02/2021;2021-02-13 08:14;2021-02-13 17:05
14/02/2021;2021-02-14 08:11;2021-02-14 17:07
15/02/2021;2021-02-15 08:08;2021-02-15 17:10
16/02/2021;2021-02-16 08:05;2021-02-16 17:13
17/02/2021;2021-02-17 08:02;2021-02-17 17:16
18/02/2021;2021-02-18 07:59;2021-02-18 17:19
19/02/2021;2021-02-19 07:56;2021-02-19 17:21
20/02/2021;2021-02-20 07:53;2021-02-20 17:24
21/02/2021;2021-02-21 07:50;2021-02-21 17:27
22/02/2021;2021-02-22 07:47;2021-02-22 17:30
23/02/2021;2021-02-23 07:44;2021-02-23 17:33
24/02/2021;2021-02-24 07:41;2021-02-24 17:35
25/02/2021;2021-02-25 07:38;2021-02-25 17:38
26/02/2021;2021-02-26 07:35;2021-02-26 17:41
27/02/2021;2021-02-27 07:32;2021-02-27 17:44
28/02/2021;2021-02-28 07:29;2021-02-28 17:46
01/03/2021;2021-03-01 07:26;2021-03-01 17:49
02/03/2021;2021-03-02 07:22;2021-03-02 17:52
03/03/2021;2021-03-03 07:19;2021-03-03 17:54
04/03/2021;2021-03-04 07:16;2021-03-04 17:57
05/03/2021;2021-03-05 07:13;2021-03-05 18:00
06/03/2021;2021-03-06 07:10;2021-03-06 18:02
07/03/2021;2021-03-07 07:07;2021-03-07 18:05
08/03/2021;2021-03-08 07:04;2021-03-08 18:08
09/03/2021;2021-03-09 07:00;2021-03-09 18:10
10/03/2021;2021-03-10 06:57;2021-03-10 18:13
11/03/2021;2021-03-11 06:54;2021-03-11 18:16
12/03/2021;2021-03-12 06:51;2021-03-12 18:18
13/03/2021;2021-03-13 06:48;2021-03-13 18:21
14/03/2021;2021-03-14 06:45;2021-03-14 18:24
15/03/2021;2021-03-15 06:41;2021-03-15 18:26
16/03/2021;2021-03-16 06:38;2021-03-16 18:29
17/03/2021;2021-03-17 06:35;2021-03-17 18:32
18/03/2021;2021-03-18 06:32;2021-03-18 18:34
19/03/2021;2021-03-19 06:29;2021-03-19 18:37
20/03/2021;2021-03-20 06:25;2021-03-20 18:39
21/03/2021;2021-03-21 06:22;2021-03-21 18:42
22/03/2021;2021-03-22 06:19;2021-03-22 18:45
23/03/2021;2021-03-23 06:16;2021-03-23 18:47
24/03/2021;2021-03-24 06:13;2021-03-24 18:50
25/03/2021;2021-03-25 06:09;2021-03-25 18:53
26/03/2021;2021-03-26 06:06;2021-03-26 18:55
27/03/2021;2021-03-27 06:03;2021-03-27 18:58
28/03/2021;2021-03-28 07:00;2021-03-28 20:00
29/03/2021;2021-03-29 06:57;2021-03-29 20:03
30/03/2021;2021-03-30 06:53;2021-03-30 20:06
31/03/2021;2021-03-31 06:50;2021-03-31 20:08
01/04/2021;2021-04-01 06:47;2021-04-01 20:11
02/04/2021;2021-04-02 06:44;2021-04-02 20:14
03/04/2021;2021-04-03 06:41;2021-04-03 20:16
04/04/2021;2021-04-04 06:37;2021-04-04 20:19
05/04/2021;2021-04-05 06:34;2021-04-05 20:21
06/04/2021;2021-04-06 06:31;2021-04-06 20:24
07/04/2021;2021-04-07 06:28;2021-04-07 20:27
08/04/2021;2021-04-08 06:25;2021-04-08 20:29
09/04/2021;2021-04-09 06:21;2021-04-09 20:32
10/04/2021;2021-04-10 06:18;2021-04-10 20:35
11/04/2021;2021-04-11 06:15;2021-04-11 20:37
12/04/2021;2021-04-12 06:12;2021-04-12 20:40
13/04/2021;2021-04-13 06:09;2021-04-13 20:43
14/04/2021;2021-04-14 06:06;2021-04-14 20:45
15/04/2021;2021-04-15 06:03;2021-04-15 20:48
16/04/2021;2021-04-16 05:59;2021-04-16 20:51
17/04/2021;2021-04-17 05:56;2021-04-17 20:53
18/04/2021;2021-04-18 05:53;2021-04-18 20:56
19/04/2021;2021-04-19 05:50;2021-04-19 20:59
20/04/2021;2021-04-20 05:47;2021-04-20 21:01
21/04/2021;2021-04-21 05:44;2021-04-21 21:04
22/04/2021;2021-04-22 05:41;2021-04-22 21:07
23/04/2021;2021-04-23 05:38;2021-04-23 21:09
24/04/2021;2021-04-24 05:35;2021-04-24 21:12
25/04/2021;2021-04-25 05:32;2021-04-25 21:15
26/04/2021;2021-04-26 05:29;2021-04-26 21:17
27/04/2021;2021-04-27 05:26;2021-04-27 21:20
28/04/2021;2021-04-28 05:23;2021-04-28 21:23
29/04/2021;2021-04-29 05:20;2021-04-29 21:26
30/04/2021;2021-04-30 05:17;2021-04-30 21:28
01/05/2021;2021-05-01 05:14;2021-05-01 21:31
02/05/2021;2021-05-02 05:11;2021-05-02 21:34
03/05/2021;2021-05-03 05:08;2021-05-03 21:36
04/05/2021;2021-05-04 05:05;2021-05-04 21:39
05/05/2021;2021-05-05 05:02;2021-05-05 21:42
06/05/2021;2021-05-06 04:59;2021-05-06 21:45
