rome;535;2020-03-29;2020-10-25;;
salt_lake_city;533;2018-03-11;2018-11-04;2019-03-10;2019-03-21
salt_lake_city;534;2019-03-10;2019-11-03;;
salt_lake_city;535;2020-03-08;2020-11-01;;
san_luis_potosi;533;2018-04-01;2018-10-28;;
san_luis_potosi;534;2019-04-07;2019-10-27;;
san_luis_potosi;535;2020-04-05;2020-10-25;;
san_paulo;533;2018-11-04;2019-02-17;;
soquel;534;2019-03-10;2019-11-03;;
soquel;533;2018-03-11;2018-11-04;2019-03-10;2019-03-21
soquel;535;2020-03-08;2020-11-01;;
tijuana;533;2018-03-11;2018-11-04;2019-03-10;2019-03-21
tijuana;534;2019-03-10;2019-11-03;;
tijuana;535;2020-03-08;2020-11-01;;
timmins;533;2018-03-11;2018-11-04;2019-03-10;2019-03-21
timmins;534;2019-03-10;2019-11-03;;
timmins;535;2020-03-08;2020-11-01;;
vancouver;533;2018-03-11;2018-11-04;2019-03-10;2019-03-21
vancouver;534;2019-03-10;2019-11-03;;
vancouver;535;2020-03-08;2020-11-01;;
veracruz;533;2018-04-01;2018-10-28;;
veracruz;534;2019-04-07;2019-10-27;;
veracruz;535;2020-04-05;2020-10-25;;
vinnitsa;533;2018-03-25;2018-10-28;;
vinnitsa;534;2019-03-31;2019-10-27;;
vinnitsa;535;2020-03-29;2020-10-25;;
zaporizhia;533;2018-03-25;2018-10-28;;
zaporizhia;534;2019-03-31;2019-10-27;;
zaporizhia;535;2020-03-29;2020-10-25;;
luxembourg;533;2018-03-25;2018-10-28;;
luxembourg;534;2019-03-31;2019-10-27;;
luxembourg;535;2020-03-29;2020-10-25;;
uki;533;2018-03-03;2018-04-01;2018-10-07;2019-03-21
uki;534;2019-03-22;2019-04-07;2019-10-06;2020-03-09
uki;535;2020-03-10;2020-04-05;2020-10-04;2021-03-28
stockholm;533;2018-03-25;2018-10-28;;
stockholm;534;2019-03-31;2019-10-27;;
stockholm;535;2020-03-29;2020-10-25;;
wroclaw;535;2020-03-29;2020-10-25;;
wroclaw;534;2019-03-31;2019-10-27;;
wroclaw;533;2018-03-25;2018-10-28;;
almaty;536;;;;
ankara;536;;;;
barcelona;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
barnaul;536;;;;
bogota;536;;;;
budapest;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
buffalo;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
byronbay;536;2021-04-04;2021-10-03;2022-04-03;2022-10-02
caracas;536;;;;
chelyabinsk;536;;;;
chiangmai;536;;;;
delhi;536;;;;
dnepropetrovsk;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
donetsk;536;;;;
guadalajara;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
haifa;536;2021-03-26;2021-10-31;2022-03-25;2022-10-30
herson;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
honolulu;536;;;;
istanbul;536;;;;
johannesburg;536;;;;
kazan;536;;;;
khabarovsk;536;;;;
khanty-mansiysk;536;;;;
kharkiv;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
krasnodar;536;;;;
krasnoyarsk;536;;;;
kuala_lumpur;536;;;;
kyiv;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
lima;536;;;;
linkoeping;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
london;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
luhansk;536;;;;
luxembourg;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
lviv;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
maalot_tarshiha;536;2021-03-26;2021-10-31;2022-03-25;2022-10-30
manila;536;;;;
merida;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
mexico_city;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
miami;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
milan;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
minsk;536;;;;
morelia;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
moscow;536;;;;
navadvip;536;;;;
new_york;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
nizhny_novgorod;536;;;;
novgorod_the_great;536;;;;
novosibirsk;536;;;;
odessa;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
omsk;536;;;;
orenburg;536;;;;
orsk;536;;;;
petropavl;536;;;;
petropavlovsk_kamchatsky;536;;;;
perm;536;;;;
port_luis;536;;;;
prague;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
quito;536;;;;
riga;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
rome;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
rostov_on_don;536;;;;
saint_petersburg;536;;;;
salt_lake_city;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
samara;536;;;;
san_luis_potosi;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
san_paulo;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
shenzhen;536;;;;
simferopol;536;;;;
singapore;536;;;;
smolensk;536;;;;
sochi;536;;;;
soquel;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
stavropol;536;;;;
sukhum;536;;;;
surgut;536;;;;
sydney;536;2021-04-04;2021-10-03;2022-04-03;2022-10-02
tambov;536;;;;
tampere;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
tijuana;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
timmins;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
tolyatti;536;;;;
tomsk;536;;;;
tuapse;536;;;;
ufa;536;;;;
vancouver;536;2021-03-14;2021-11-07;2022-03-13;2022-11-06
veracruz;536;2021-04-04;2021-10-31;2022-04-03;2022-10-30
vinnitsa;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
vladivostok;536;;;;
volgograd;536;;;;
voronezh;536;;;;
wroclaw;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
yaroslavl;536;;;;
yekaterinburg;536;;;;
yoshkar_ola;536;;;;
yuzhno_sakhalinsk;536;;;;
zaporizhia;536;2021-03-28;2021-10-31;2022-03-27;2022-10-30
