01/01/2021;2021-01-01 08:59;2021-01-01 16:07
02/01/2021;2021-01-02 08:58;2021-01-02 16:08
03/01/2021;2021-01-03 08:58;2021-01-03 16:10
04/01/2021;2021-01-04 08:58;2021-01-04 16:11
05/01/2021;2021-01-05 08:57;2021-01-05 16:12
06/01/2021;2021-01-06 08:57;2021-01-06 16:14
07/01/2021;2021-01-07 08:56;2021-01-07 16:15
08/01/2021;2021-01-08 08:55;2021-01-08 16:17
09/01/2021;2021-01-09 08:54;2021-01-09 16:18
10/01/2021;2021-01-10 08:54;2021-01-10 16:20
11/01/2021;2021-01-11 08:53;2021-01-11 16:22
12/01/2021;2021-01-12 08:52;2021-01-12 16:23
13/01/2021;2021-01-13 08:51;2021-01-13 16:25
14/01/2021;2021-01-14 08:50;2021-01-14 16:27
15/01/2021;2021-01-15 08:49;2021-01-15 16:29
16/01/2021;2021-01-16 08:48;2021-01-16 16:31
17/01/2021;2021-01-17 08:46;2021-01-17 16:33
18/01/2021;2021-01-18 08:45;2021-01-18 16:34
19/01/2021;2021-01-19 08:44;2021-01-19 16:36
20/01/2021;2021-01-20 08:42;2021-01-20 16:38
21/01/2021;2021-01-21 08:41;2021-01-21 16:40
22/01/2021;2021-01-22 08:40;2021-01-22 16:42
23/01/2021;2021-01-23 08:38;2021-01-23 16:44
24/01/2021;2021-01-24 08:37;2021-01-24 16:46
25/01/2021;2021-01-25 08:35;2021-01-25 16:48
26/01/2021;2021-01-26 08:33;2021-01-26 16:51
27/01/2021;2021-01-27 08:32;2021-01-27 16:53
28/01/2021;2021-01-28 08:30;2021-01-28 16:55
29/01/2021;2021-01-29 08:28;2021-01-29 16:57
30/01/2021;2021-01-30 08:26;2021-01-30 16:59
31/01/2021;2021-01-31 08:25;2021-01-31 17:01
01/02/2021;2021-02-01 08:23;2021-02-01 17:03
02/02/2021;2021-02-02 08:21;2021-02-02 17:05
03/02/2021;2021-02-03 08:19;2021-02-03 17:08
04/02/2021;2021-02-04 08:17;2021-02-04 17:10
05/02/2021;2021-02-05 08:15;2021-02-05 17:12
06/02/2021;2021-02-06 08:13;2021-02-06 17:14
07/02/2021;2021-02-07 08:11;2021-02-07 17:16
08/02/2021;2021-02-08 08:09;2021-02-08 17:19
09/02/2021;2021-02-09 08:07;2021-02-09 17:21
10/02/2021;2021-02-10 08:05;2021-02-10 17:23
11/02/2021;2021-02-11 08:02;2021-02-11 17:25
12/02/2021;2021-02-12 08:00;2021-02-12 17:27
13/02/2021;2021-02-13 07:58;2021-02-13 17:29
14/02/2021;2021-02-14 07:56;2021-02-14 17:32
15/02/2021;2021-02-15 07:53;2021-02-15 17:34
16/02/2021;2021-02-16 07:51;2021-02-16 17:36
17/02/2021;2021-02-17 07:49;2021-02-17 17:38
18/02/2021;2021-02-18 07:47;2021-02-18 17:40
19/02/2021;2021-02-19 07:44;2021-02-19 17:42
20/02/2021;2021-02-20 07:42;2021-02-20 17:45
21/02/2021;2021-02-21 07:39;2021-02-21 17:47
22/02/2021;2021-02-22 07:37;2021-02-22 17:49
23/02/2021;2021-02-23 07:35;2021-02-23 17:51
24/02/2021;2021-02-24 07:32;2021-02-24 17:53
25/02/2021;2021-02-25 07:30;2021-02-25 17:55
26/02/2021;2021-02-26 07:27;2021-02-26 17:57
27/02/2021;2021-02-27 07:25;2021-02-27 17:59
28/02/2021;2021-02-28 07:22;2021-02-28 18:02
01/03/2021;2021-03-01 07:20;2021-03-01 18:04
02/03/2021;2021-03-02 07:17;2021-03-02 18:06
03/03/2021;2021-03-03 07:15;2021-03-03 18:08
04/03/2021;2021-03-04 07:12;2021-03-04 18:10
05/03/2021;2021-03-05 07:10;2021-03-05 18:12
06/03/2021;2021-03-06 07:07;2021-03-06 18:14
07/03/2021;2021-03-07 07:05;2021-03-07 18:16
08/03/2021;2021-03-08 07:02;2021-03-08 18:18
09/03/2021;2021-03-09 07:00;2021-03-09 18:20
10/03/2021;2021-03-10 06:57;2021-03-10 18:22
11/03/2021;2021-03-11 06:55;2021-03-11 18:24
12/03/2021;2021-03-12 06:52;2021-03-12 18:27
13/03/2021;2021-03-13 06:49;2021-03-13 18:29
14/03/2021;2021-03-14 06:47;2021-03-14 18:31
15/03/2021;2021-03-15 06:44;2021-03-15 18:33
16/03/2021;2021-03-16 06:42;2021-03-16 18:35
17/03/2021;2021-03-17 06:39;2021-03-17 18:37
18/03/2021;2021-03-18 06:36;2021-03-18 18:39
19/03/2021;2021-03-19 06:34;2021-03-19 18:41
20/03/2021;2021-03-20 06:31;2021-03-20 18:43
21/03/2021;2021-03-21 06:29;2021-03-21 18:45
22/03/2021;2021-03-22 06:26;2021-03-22 18:47
23/03/2021;2021-03-23 06:23;2021-03-23 18:49
24/03/2021;2021-03-24 06:21;2021-03-24 18:51
25/03/2021;2021-03-25 06:18;2021-03-25 18:53
26/03/2021;2021-03-26 06:15;2021-03-26 18:55
27/03/2021;2021-03-27 06:13;2021-03-27 18:57
28/03/2021;2021-03-28 06:10;2021-03-28 18:59
29/03/2021;2021-03-29 06:08;2021-03-29 19:01
30/03/2021;2021-03-30 06:05;2021-03-30 19:03
31/03/2021;2021-03-31 06:02;2021-03-31 19:05
01/04/2021;2021-04-01 06:00;2021-04-01 19:07
02/04/2021;2021-04-02 05:57;2021-04-02 19:09
03/04/2021;2021-04-03 05:55;2021-04-03 19:11
04/04/2021;2021-04-04 05:52;2021-04-04 19:13
05/04/2021;2021-04-05 05:49;2021-04-05 19:15
06/04/2021;2021-04-06 05:47;2021-04-06 19:17
07/04/2021;2021-04-07 05:44;2021-04-07 19:19
08/04/2021;2021-04-08 05:42;2021-04-08 19:21
09/04/2021;2021-04-09 05:39;2021-04-09 19:23
10/04/2021;2021-04-10 05:37;2021-04-10 19:25
11/04/2021;2021-04-11 05:34;2021-04-11 19:27
12/04/2021;2021-04-12 05:32;2021-04-12 19:29
13/04/2021;2021-04-13 05:29;2021-04-13 19:31
14/04/2021;2021-04-14 05:27;2021-04-14 19:33
15/04/2021;2021-04-15 05:24;2021-04-15 19:35
16/04/2021;2021-04-16 05:22;2021-04-16 19:37
17/04/2021;2021-04-17 05:19;2021-04-17 19:39
18/04/2021;2021-04-18 05:17;2021-04-18 19:41
19/04/2021;2021-04-19 05:14;2021-04-19 19:43
20/04/2021;2021-04-20 05:12;2021-04-20 19:45
